"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"243","8.570890","192.168.2.2","192.168.1.2","TCP","66","1009664","5001  >  45658 [ACK] Seq=1 Ack=1033873 Win=1009664 Len=0 TSval=2321253443 TSecr=787879820"
"245","8.656084","192.168.2.2","192.168.1.2","TCP","66","1006080","5001  >  45658 [ACK] Seq=1 Ack=1051249 Win=1006080 Len=0 TSval=2321253528 TSecr=787879906"
"247","8.801044","192.168.2.2","192.168.1.2","TCP","66","1008640","5001  >  45658 [ACK] Seq=1 Ack=1062833 Win=1008640 Len=0 TSval=2321253673 TSecr=787879983"
"250","8.898706","192.168.2.2","192.168.1.2","TCP","66","1011712","5001  >  45658 [ACK] Seq=1 Ack=1068625 Win=1011712 Len=0 TSval=2321253770 TSecr=787880148"
"252","8.947972","192.168.2.2","192.168.1.2","TCP","66","1008640","5001  >  45658 [ACK] Seq=1 Ack=1080209 Win=1008640 Len=0 TSval=2321253820 TSecr=787880197"
"255","9.044990","192.168.2.2","192.168.1.2","TCP","66","1012736","5001  >  45658 [ACK] Seq=1 Ack=1084553 Win=1012736 Len=0 TSval=2321253917 TSecr=787880294"
"257","9.081189","192.168.2.2","192.168.1.2","TCP","66","1008128","5001  >  45658 [ACK] Seq=1 Ack=1097585 Win=1008128 Len=0 TSval=2321253953 TSecr=787880330"
"259","9.189920","192.168.2.2","192.168.1.2","TCP","66","1010176","5001  >  45658 [ACK] Seq=1 Ack=1106273 Win=1010176 Len=0 TSval=2321254062 TSecr=787880494"
"261","9.262389","192.168.2.2","192.168.1.2","TCP","66","1011200","5001  >  45658 [ACK] Seq=1 Ack=1113513 Win=1011200 Len=0 TSval=2321254134 TSecr=787880512"
"263","9.322619","192.168.2.2","192.168.1.2","TCP","66","1008128","5001  >  45658 [ACK] Seq=1 Ack=1126545 Win=1008128 Len=0 TSval=2321254194 TSecr=787880572"
"265","9.431874","192.168.2.2","192.168.1.2","TCP","66","1006080","5001  >  45658 [ACK] Seq=1 Ack=1143921 Win=1006080 Len=0 TSval=2321254304 TSecr=787880681"
"267","9.576945","192.168.2.2","192.168.1.2","TCP","66","1012736","5001  >  45658 [ACK] Seq=1 Ack=1148265 Win=1012736 Len=0 TSval=2321254449 TSecr=787880839"
"269","9.613426","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1149713 Win=1013760 Len=0 TSval=2321254485 TSecr=787880863"
"271","9.625857","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1158401 Win=1013760 Len=0 TSval=2321254498 TSecr=787880875"
"273","9.698316","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1167089 Win=1013760 Len=0 TSval=2321254570 TSecr=787880948"
"275","9.770802","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1171433 Win=1013760 Len=0 TSval=2321254642 TSecr=787881026"
"278","9.820038","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1190257 Win=1013760 Len=0 TSval=2321254692 TSecr=787881057"
"280","9.965780","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1219217 Win=1013760 Len=0 TSval=2321254837 TSecr=787881324"
"285","10.207688","192.168.2.2","192.168.1.2","TCP","66","1008128","5001  >  45658 [ACK] Seq=1 Ack=1232249 Win=1008128 Len=0 TSval=2321255079 TSecr=787881458"
"286","10.316569","192.168.2.2","192.168.1.2","TCP","66","1012736","5001  >  45658 [ACK] Seq=1 Ack=1236593 Win=1012736 Len=0 TSval=2321255188 TSecr=787881567"
"287","10.353680","192.168.2.2","192.168.1.2","TCP","66","1008640","5001  >  45658 [ACK] Seq=1 Ack=1248177 Win=1008640 Len=0 TSval=2321255225 TSecr=787881615"
"288","10.449792","192.168.2.2","192.168.1.2","TCP","66","1006080","5001  >  45658 [ACK] Seq=1 Ack=1265553 Win=1006080 Len=0 TSval=2321255321 TSecr=787881700"
"289","10.595591","192.168.2.2","192.168.1.2","TCP","66","1008640","5001  >  45658 [ACK] Seq=1 Ack=1277137 Win=1008640 Len=0 TSval=2321255467 TSecr=787881845"
"290","10.692068","192.168.2.2","192.168.1.2","TCP","66","1011712","5001  >  45658 [ACK] Seq=1 Ack=1282929 Win=1011712 Len=0 TSval=2321255564 TSecr=787881942"
"291","10.740557","192.168.2.2","192.168.1.2","TCP","66","1008640","5001  >  45658 [ACK] Seq=1 Ack=1294513 Win=1008640 Len=0 TSval=2321255612 TSecr=787881992"
"293","10.838150","192.168.2.2","192.168.1.2","TCP","66","1012736","5001  >  45658 [ACK] Seq=1 Ack=1298857 Win=1012736 Len=0 TSval=2321255710 TSecr=787882089"
"294","10.874763","192.168.2.2","192.168.1.2","TCP","66","1013248","5001  >  45658 [ACK] Seq=1 Ack=1301753 Win=1013248 Len=0 TSval=2321255746 TSecr=787882125"
"295","10.898723","192.168.2.2","192.168.1.2","TCP","66","1005056","5001  >  45658 [ACK] Seq=1 Ack=1320577 Win=1005056 Len=0 TSval=2321255770 TSecr=787882234"
"298","11.056937","192.168.2.2","192.168.1.2","TCP","66","1011200","5001  >  45658 [ACK] Seq=1 Ack=1327817 Win=1011200 Len=0 TSval=2321255929 TSecr=787882306"
"299","11.117711","192.168.2.2","192.168.1.2","TCP","66","1008128","5001  >  45658 [ACK] Seq=1 Ack=1340849 Win=1008128 Len=0 TSval=2321255989 TSecr=787882366"
"300","11.225747","192.168.2.2","192.168.1.2","TCP","66","1006080","5001  >  45658 [ACK] Seq=1 Ack=1358225 Win=1006080 Len=0 TSval=2321256097 TSecr=787882476"
"301","11.371424","192.168.2.2","192.168.1.2","TCP","66","1012736","5001  >  45658 [ACK] Seq=1 Ack=1362569 Win=1012736 Len=0 TSval=2321256243 TSecr=787882621"
"302","11.407696","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1364017 Win=1013760 Len=0 TSval=2321256279 TSecr=787882657"
"303","11.419657","192.168.2.2","192.168.1.2","TCP","66","1013248","5001  >  45658 [ACK] Seq=1 Ack=1366913 Win=1013248 Len=0 TSval=2321256291 TSecr=787882670"
"304","11.443978","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1381393 Win=1013760 Len=0 TSval=2321256316 TSecr=787882742"
"305","11.565423","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1385737 Win=1013760 Len=0 TSval=2321256437 TSecr=787882815"
"306","11.601671","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1404561 Win=1013760 Len=0 TSval=2321256473 TSecr=787882864"
"307","11.759326","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1432073 Win=1013760 Len=0 TSval=2321256631 TSecr=787883009"
"310","11.989979","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=1433521 Win=1013760 Len=0 TSval=2321256862 TSecr=787883054"
"312","12.002251","192.168.2.2","192.168.1.2","TCP","74","43440","8000  >  59260 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2321256874 TSecr=787883056 WS=512"
"315","12.003177","192.168.2.2","192.168.1.2","TCP","74","43440","[TCP Out-Of-Order] 8000  >  59260 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2321256875 TSecr=787883056 WS=512"
"317","12.004172","192.168.2.2","192.168.1.2","TCP","66","1013248","5001  >  45658 [ACK] Seq=1 Ack=1436417 Win=1013248 Len=0 TSval=2321256876 TSecr=787884803"
"324","12.028680","192.168.2.2","192.168.1.2","TCP","66","1013248","5001  >  45658 [ACK] Seq=1 Ack=1439313 Win=1013248 Len=0 TSval=2321256900 TSecr=787885034"
"326","12.054322","192.168.2.2","192.168.1.2","TCP","66","985600","5001  >  45658 [ACK] Seq=1 Ack=1497233 Win=985600 Len=0 TSval=2321256926 TSecr=787885048"
"330","12.538058","192.168.2.2","192.168.1.2","TCP","66","43520","8000  >  59260 [ACK] Seq=1 Ack=144 Win=43520 Len=0 TSval=2321257410 TSecr=787885048"
