"No.","Time","Source","Destination","Protocol","Length","Window size scaling factor","Calculated window size","Info"
"42147","51.769899","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592064033 Win=415744 Len=0 TSval=3824148091 TSecr=3459257784"
"42149","51.774620","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592072721 Win=415744 Len=0 TSval=3824148096 TSecr=3459257788"
"42151","51.775365","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592130641 Win=415744 Len=0 TSval=3824148097 TSecr=3459257788"
"42153","51.780191","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592137881 Win=415744 Len=0 TSval=3824148101 TSecr=3459257795"
"42155","51.780800","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592195801 Win=415744 Len=0 TSval=3824148102 TSecr=3459257795"
"42157","51.785615","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592203041 Win=415744 Len=0 TSval=3824148107 TSecr=3459257800"
"42159","51.786226","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592260961 Win=415744 Len=0 TSval=3824148108 TSecr=3459257800"
"42161","51.791056","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592268201 Win=415744 Len=0 TSval=3824148112 TSecr=3459257805"
"42163","51.791709","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592326121 Win=415744 Len=0 TSval=3824148113 TSecr=3459257805"
"42165","51.796934","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592333361 Win=415744 Len=0 TSval=3824148118 TSecr=3459257811"
"42167","51.797446","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592391281 Win=415744 Len=0 TSval=3824148119 TSecr=3459257811"
"42169","51.802847","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592398521 Win=415744 Len=0 TSval=3824148124 TSecr=3459257817"
"42171","51.803339","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592456441 Win=415744 Len=0 TSval=3824148125 TSecr=3459257817"
"42173","51.808711","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592463681 Win=415744 Len=0 TSval=3824148130 TSecr=3459257823"
"42175","51.809218","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592521601 Win=415744 Len=0 TSval=3824148130 TSecr=3459257823"
"42177","51.814068","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592528841 Win=415744 Len=0 TSval=3824148135 TSecr=3459257828"
"42179","51.814681","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592585313 Win=415744 Len=0 TSval=3824148136 TSecr=3459257828"
"42181","51.819537","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592594001 Win=415744 Len=0 TSval=3824148141 TSecr=3459257833"
"42183","51.820187","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592651921 Win=415744 Len=0 TSval=3824148141 TSecr=3459257833"
"42185","51.825350","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592659161 Win=415744 Len=0 TSval=3824148147 TSecr=3459257839"
"42187","51.825843","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592717081 Win=415744 Len=0 TSval=3824148147 TSecr=3459257839"
"42189","51.830687","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592724321 Win=415744 Len=0 TSval=3824148152 TSecr=3459257845"
"42191","51.831303","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592782241 Win=415744 Len=0 TSval=3824148153 TSecr=3459257845"
"42193","51.836133","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592789481 Win=415744 Len=0 TSval=3824148157 TSecr=3459257850"
"42195","51.837317","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592847401 Win=415744 Len=0 TSval=3824148159 TSecr=3459257850"
"42197","51.841598","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592854641 Win=415744 Len=0 TSval=3824148163 TSecr=3459257856"
"42199","51.842335","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592912561 Win=415744 Len=0 TSval=3824148164 TSecr=3459257856"
"42201","51.847054","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592919801 Win=415744 Len=0 TSval=3824148168 TSecr=3459257861"
"42203","51.847677","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592977721 Win=415744 Len=0 TSval=3824148169 TSecr=3459257861"
"42205","51.852773","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=592984961 Win=415744 Len=0 TSval=3824148174 TSecr=3459257867"
"42207","51.853280","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593042881 Win=415744 Len=0 TSval=3824148175 TSecr=3459257867"
"42209","51.858097","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593050121 Win=415744 Len=0 TSval=3824148179 TSecr=3459257873"
"42211","51.858746","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593108041 Win=415744 Len=0 TSval=3824148180 TSecr=3459257873"
"42213","51.863588","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593115281 Win=415744 Len=0 TSval=3824148185 TSecr=3459257878"
"42215","51.864179","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593173201 Win=415744 Len=0 TSval=3824148185 TSecr=3459257878"
"42217","51.869427","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593180441 Win=415744 Len=0 TSval=3824148191 TSecr=3459257883"
"42219","51.869932","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593238361 Win=415744 Len=0 TSval=3824148191 TSecr=3459257883"
"42221","51.875292","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593245601 Win=415744 Len=0 TSval=3824148197 TSecr=3459257889"
"42223","51.875809","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593303521 Win=415744 Len=0 TSval=3824148197 TSecr=3459257889"
"42225","51.880641","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593310761 Win=415744 Len=0 TSval=3824148202 TSecr=3459257895"
"42227","51.881257","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593367233 Win=415744 Len=0 TSval=3824148203 TSecr=3459257895"
"42229","51.885983","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593375921 Win=415744 Len=0 TSval=3824148207 TSecr=3459257900"
"42231","51.886729","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593433841 Win=415744 Len=0 TSval=3824148208 TSecr=3459257900"
"42233","51.891534","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593441081 Win=415744 Len=0 TSval=3824148213 TSecr=3459257906"
"42235","51.892163","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593499001 Win=415744 Len=0 TSval=3824148213 TSecr=3459257906"
"42237","51.897000","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593506241 Win=415744 Len=0 TSval=3824148218 TSecr=3459257911"
"42239","51.897613","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593564161 Win=415744 Len=0 TSval=3824148219 TSecr=3459257911"
"42241","51.902797","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593571401 Win=415744 Len=0 TSval=3824148224 TSecr=3459257916"
"42243","51.903287","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593630769 Win=415744 Len=0 TSval=3824148225 TSecr=3459257916"
"42245","51.908613","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593636561 Win=415744 Len=0 TSval=3824148230 TSecr=3459257923"
"42247","51.909001","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593694481 Win=415744 Len=0 TSval=3824148230 TSecr=3459257923"
"42249","51.913824","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593701721 Win=415744 Len=0 TSval=3824148235 TSecr=3459257928"
"42251","51.914464","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593759641 Win=415744 Len=0 TSval=3824148236 TSecr=3459257928"
"42253","51.919429","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593766881 Win=415744 Len=0 TSval=3824148241 TSecr=3459257934"
"42255","51.919908","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593824801 Win=415744 Len=0 TSval=3824148241 TSecr=3459257934"
"42257","51.924779","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593832041 Win=415744 Len=0 TSval=3824148246 TSecr=3459257939"
"42259","51.925375","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593889961 Win=415744 Len=0 TSval=3824148247 TSecr=3459257939"
"42261","51.930224","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593897201 Win=415744 Len=0 TSval=3824148251 TSecr=3459257944"
"42263","51.930815","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593955121 Win=415744 Len=0 TSval=3824148252 TSecr=3459257944"
"42265","51.936029","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=593962361 Win=415744 Len=0 TSval=3824148257 TSecr=3459257950"
"42267","51.936537","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594020281 Win=415744 Len=0 TSval=3824148258 TSecr=3459257950"
"42269","51.941942","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594027521 Win=415744 Len=0 TSval=3824148263 TSecr=3459257956"
"42271","51.942446","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594085441 Win=415744 Len=0 TSval=3824148264 TSecr=3459257956"
"42273","51.947286","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594092681 Win=415744 Len=0 TSval=3824148269 TSecr=3459257962"
"42275","51.947886","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594150601 Win=415744 Len=0 TSval=3824148269 TSecr=3459257962"
"42277","51.952740","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594157841 Win=415744 Len=0 TSval=3824148274 TSecr=3459257967"
"42279","51.953342","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594215761 Win=415744 Len=0 TSval=3824148275 TSecr=3459257967"
"42281","51.958190","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594223001 Win=415744 Len=0 TSval=3824148279 TSecr=3459257972"
"42283","51.958806","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594280921 Win=415744 Len=0 TSval=3824148280 TSecr=3459257972"
"42285","51.963647","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594288161 Win=415744 Len=0 TSval=3824148285 TSecr=3459257978"
"42287","51.964263","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594346081 Win=415744 Len=0 TSval=3824148286 TSecr=3459257978"
"42289","51.969083","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594353321 Win=415744 Len=0 TSval=3824148290 TSecr=3459257984"
"42291","51.969695","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594411241 Win=415744 Len=0 TSval=3824148291 TSecr=3459257984"
"42293","51.974518","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594418481 Win=415744 Len=0 TSval=3824148296 TSecr=3459257988"
"42295","51.975171","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594477849 Win=415744 Len=0 TSval=3824148296 TSecr=3459257988"
"42297","51.980125","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594483641 Win=415744 Len=0 TSval=3824148301 TSecr=3459257994"
"42299","51.980604","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594543009 Win=415744 Len=0 TSval=3824148302 TSecr=3459257994"
"42301","51.986004","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594548801 Win=415744 Len=0 TSval=3824148307 TSecr=3459258000"
"42303","51.986388","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594606721 Win=415744 Len=0 TSval=3824148308 TSecr=3459258000"
"42305","51.991252","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594613961 Win=415744 Len=0 TSval=3824148313 TSecr=3459258006"
"42307","51.991839","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594671881 Win=415744 Len=0 TSval=3824148313 TSecr=3459258006"
"42309","51.996786","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594679121 Win=415744 Len=0 TSval=3824148318 TSecr=3459258011"
"42311","51.997271","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594738489 Win=415744 Len=0 TSval=3824148319 TSecr=3459258011"
"42313","52.002251","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594744281 Win=415744 Len=0 TSval=3824148324 TSecr=3459258017"
"42315","52.002751","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594802201 Win=415744 Len=0 TSval=3824148324 TSecr=3459258017"
"42317","52.007575","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594809441 Win=415744 Len=0 TSval=3824148329 TSecr=3459258022"
"42319","52.008158","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594867361 Win=415744 Len=0 TSval=3824148329 TSecr=3459258022"
"42321","52.013416","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594874601 Win=415744 Len=0 TSval=3824148335 TSecr=3459258027"
"42323","52.013929","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594933969 Win=415744 Len=0 TSval=3824148335 TSecr=3459258027"
"42325","52.019337","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594939761 Win=415744 Len=0 TSval=3824148341 TSecr=3459258033"
"42327","52.019724","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=594997681 Win=415744 Len=0 TSval=3824148341 TSecr=3459258033"
"42329","52.024599","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595004921 Win=415744 Len=0 TSval=3824148346 TSecr=3459258039"
"42331","52.025176","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595061393 Win=415744 Len=0 TSval=3824148346 TSecr=3459258039"
"42333","52.029879","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595070081 Win=415744 Len=0 TSval=3824148351 TSecr=3459258044"
"42335","52.030646","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595128001 Win=415744 Len=0 TSval=3824148352 TSecr=3459258044"
"42337","52.035467","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595135241 Win=415744 Len=0 TSval=3824148357 TSecr=3459258050"
"42339","52.036067","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595193161 Win=415744 Len=0 TSval=3824148357 TSecr=3459258050"
"42341","52.040910","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595200401 Win=415744 Len=0 TSval=3824148362 TSecr=3459258055"
"42343","52.041521","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595258321 Win=415744 Len=0 TSval=3824148363 TSecr=3459258055"
"42345","52.046355","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595265561 Win=415744 Len=0 TSval=3824148368 TSecr=3459258060"
"42347","52.046977","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595324929 Win=415744 Len=0 TSval=3824148368 TSecr=3459258060"
"42349","52.051990","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595330721 Win=415744 Len=0 TSval=3824148373 TSecr=3459258066"
"42351","52.052429","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595390089 Win=415744 Len=0 TSval=3824148374 TSecr=3459258066"
"42353","52.057496","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595395881 Win=415744 Len=0 TSval=3824148379 TSecr=3459258072"
"42355","52.057866","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595453801 Win=415744 Len=0 TSval=3824148379 TSecr=3459258072"
"42357","52.062959","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595461041 Win=415744 Len=0 TSval=3824148384 TSecr=3459258077"
"42359","52.063493","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595520409 Win=415744 Len=0 TSval=3824148385 TSecr=3459258077"
"42361","52.068791","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595526201 Win=415744 Len=0 TSval=3824148390 TSecr=3459258083"
"42363","52.069171","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595584121 Win=415744 Len=0 TSval=3824148390 TSecr=3459258083"
"42365","52.074659","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595591361 Win=415744 Len=0 TSval=3824148396 TSecr=3459258088"
"42367","52.075177","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595649281 Win=415744 Len=0 TSval=3824148396 TSecr=3459258088"
"42369","52.080040","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595656521 Win=415744 Len=0 TSval=3824148401 TSecr=3459258094"
"42371","52.080638","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595714441 Win=415744 Len=0 TSval=3824148402 TSecr=3459258094"
"42373","52.085471","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595721681 Win=415744 Len=0 TSval=3824148407 TSecr=3459258100"
"42375","52.086048","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595779601 Win=415744 Len=0 TSval=3824148407 TSecr=3459258100"
"42379","52.091347","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595786841 Win=415744 Len=0 TSval=3824148413 TSecr=3459258105"
"42381","52.091855","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595844761 Win=415744 Len=0 TSval=3824148413 TSecr=3459258105"
"42383","52.096677","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595852001 Win=415744 Len=0 TSval=3824148418 TSecr=3459258111"
"42385","52.097299","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595909921 Win=415744 Len=0 TSval=3824148419 TSecr=3459258111"
"42387","52.102141","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595917161 Win=415744 Len=0 TSval=3824148423 TSecr=3459258117"
"42389","52.102752","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595975081 Win=415744 Len=0 TSval=3824148424 TSecr=3459258117"
"42391","52.107972","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=595982321 Win=415744 Len=0 TSval=3824148429 TSecr=3459258121"
"42393","52.108494","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596040241 Win=415744 Len=0 TSval=3824148430 TSecr=3459258121"
"42395","52.113324","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596047481 Win=415744 Len=0 TSval=3824148435 TSecr=3459258128"
"42397","52.113941","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596105401 Win=415744 Len=0 TSval=3824148435 TSecr=3459258128"
"42399","52.118768","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596112641 Win=415744 Len=0 TSval=3824148440 TSecr=3459258133"
"42401","52.119388","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596170561 Win=415744 Len=0 TSval=3824148441 TSecr=3459258133"
"42403","52.124221","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596177801 Win=415744 Len=0 TSval=3824148445 TSecr=3459258138"
"42405","52.124828","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596235721 Win=415744 Len=0 TSval=3824148446 TSecr=3459258138"
"42407","52.129684","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596242961 Win=415744 Len=0 TSval=3824148451 TSecr=3459258144"
"42409","52.130295","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596300881 Win=415744 Len=0 TSval=3824148452 TSecr=3459258144"
"42411","52.135131","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596308121 Win=415744 Len=0 TSval=3824148456 TSecr=3459258150"
"42413","52.135745","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596366041 Win=415744 Len=0 TSval=3824148457 TSecr=3459258150"
"42415","52.141302","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596373281 Win=415744 Len=0 TSval=3824148463 TSecr=3459258154"
"42417","52.141797","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596432649 Win=415744 Len=0 TSval=3824148463 TSecr=3459258154"
"42419","52.147175","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596438441 Win=415744 Len=0 TSval=3824148468 TSecr=3459258161"
"42421","52.147589","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596496361 Win=415744 Len=0 TSval=3824148469 TSecr=3459258161"
"42423","52.152413","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596503601 Win=415744 Len=0 TSval=3824148474 TSecr=3459258167"
"42425","52.153041","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596560073 Win=415744 Len=0 TSval=3824148474 TSecr=3459258167"
"42427","52.157958","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596568761 Win=415744 Len=0 TSval=3824148479 TSecr=3459258172"
"42429","52.158565","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596625233 Win=415744 Len=0 TSval=3824148480 TSecr=3459258172"
"42431","52.163289","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596633921 Win=415744 Len=0 TSval=3824148485 TSecr=3459258177"
"42433","52.164021","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596690393 Win=415744 Len=0 TSval=3824148485 TSecr=3459258177"
"42435","52.168733","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596699081 Win=415744 Len=0 TSval=3824148490 TSecr=3459258183"
"42437","52.169466","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596755553 Win=415744 Len=0 TSval=3824148491 TSecr=3459258183"
"42439","52.174581","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596764241 Win=415744 Len=0 TSval=3824148496 TSecr=3459258188"
"42441","52.175208","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596822161 Win=415744 Len=0 TSval=3824148496 TSecr=3459258188"
"42443","52.180471","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596829401 Win=415744 Len=0 TSval=3824148502 TSecr=3459258194"
