No.,,Time,Source,Destination,Length,Window size scaling factor,Calculated window size
64547,36.89930674,42.59930674,192.168.2.2,192.168.1.2,66,512,631296
64550,36.90089283,42.60089283,192.168.2.2,192.168.1.2,66,512,631296
64552,36.90159761,42.60159761,192.168.2.2,192.168.1.2,66,512,631296
64554,36.90317424,42.60317424,192.168.2.2,192.168.1.2,66,512,631296
64556,36.90475472,42.60475472,192.168.2.2,192.168.1.2,66,512,631296
64559,36.90620032,42.60620032,192.168.2.2,192.168.1.2,66,512,631296
64561,36.90704601,42.60704601,192.168.2.2,192.168.1.2,66,512,631296
64563,36.90826867,42.60826867,192.168.2.2,192.168.1.2,66,512,631296
64564,36.90911452,42.60911452,192.168.2.2,192.168.1.2,66,512,631296
64566,36.9103202,42.6103202,192.168.2.2,192.168.1.2,66,512,631296
64568,36.91155795,42.61155795,192.168.2.2,192.168.1.2,66,512,631296
64570,36.91251085,42.61251085,192.168.2.2,192.168.1.2,66,512,631296
64572,36.91407473,42.61407473,192.168.2.2,192.168.1.2,66,512,631296
64574,36.91564427,42.61564427,192.168.2.2,192.168.1.2,66,512,631296
64576,36.91686318,42.61686318,192.168.2.2,192.168.1.2,66,512,631296
64578,36.91796045,42.61796045,192.168.2.2,192.168.1.2,66,512,631296
64581,36.91915986,42.61915986,192.168.2.2,192.168.1.2,66,512,631296
64583,36.92038883,42.62038883,192.168.2.2,192.168.1.2,66,512,631296
64584,36.92122915,42.62122915,192.168.2.2,192.168.1.2,66,512,631296
64586,36.92247925,42.62247925,192.168.2.2,192.168.1.2,66,512,631296
64588,36.92340183,42.62340183,192.168.2.2,192.168.1.2,66,512,631296
64590,36.92498064,42.62498064,192.168.2.2,192.168.1.2,66,512,631296
64592,36.92655656,42.62655656,192.168.2.2,192.168.1.2,66,512,631296
64594,36.92776893,42.62776893,192.168.2.2,192.168.1.2,66,512,631296
64596,36.92885285,42.62885285,192.168.2.2,192.168.1.2,66,512,631296
64598,36.93006429,42.63006429,192.168.2.2,192.168.1.2,66,512,631296
64601,36.93127222,42.63127222,192.168.2.2,192.168.1.2,66,512,631296
64603,36.93248829,42.63248829,192.168.2.2,192.168.1.2,66,512,631296
64604,36.93320405,42.63320405,192.168.2.2,192.168.1.2,66,512,631296
64606,36.93430552,42.63430552,192.168.2.2,192.168.1.2,66,512,631296
64609,36.93575083,42.63575083,192.168.2.2,192.168.1.2,66,512,631296
64611,36.93720418,42.63720418,192.168.2.2,192.168.1.2,66,512,631296
64612,36.9375568,42.6375568,192.168.2.2,192.168.1.2,66,512,631296
64614,36.93901439,42.63901439,192.168.2.2,192.168.1.2,66,512,631296
64616,36.93973845,42.63973845,192.168.2.2,192.168.1.2,66,512,631296
64618,36.9412024,42.6412024,192.168.2.2,192.168.1.2,66,512,631296
64620,36.94229535,42.64229535,192.168.2.2,192.168.1.2,66,512,631296
64624,36.94337907,42.64337907,192.168.2.2,192.168.1.2,66,512,631296
64626,36.94447527,42.64447527,192.168.2.2,192.168.1.2,66,512,631296
64627,36.94523075,42.64523075,192.168.2.2,192.168.1.2,66,512,631296
64630,36.94628813,42.64628813,192.168.2.2,192.168.1.2,66,512,631296
64631,36.94738209,42.64738209,192.168.2.2,192.168.1.2,66,512,631296
64633,36.94837369,42.64837369,192.168.2.2,192.168.1.2,66,512,631296
64635,36.94989114,42.64989114,192.168.2.2,192.168.1.2,66,512,631296
64637,36.95065706,42.65065706,192.168.2.2,192.168.1.2,66,512,631296
64639,36.95211224,42.65211224,192.168.2.2,192.168.1.2,66,512,631296
64641,36.95356318,42.65356318,192.168.2.2,192.168.1.2,66,512,631296
64643,36.95501885,42.65501885,192.168.2.2,192.168.1.2,66,512,631296
64645,36.95610245,42.65610245,192.168.2.2,192.168.1.2,66,512,631296
64647,36.95756321,42.65756321,192.168.2.2,192.168.1.2,66,512,631296
64649,36.95901676,42.65901676,192.168.2.2,192.168.1.2,66,512,631296
64652,36.96048094,42.66048094,192.168.2.2,192.168.1.2,66,512,631296
64654,36.96120606,42.66120606,192.168.2.2,192.168.1.2,66,512,631296
64655,36.96154691,42.66154691,192.168.2.2,192.168.1.2,66,512,631296
64657,36.9626476,42.6626476,192.168.2.2,192.168.1.2,66,512,631296
64659,36.96374104,42.66374104,192.168.2.2,192.168.1.2,66,512,631296
64661,36.96482666,42.66482666,192.168.2.2,192.168.1.2,66,512,631296
64663,36.9659248,42.6659248,192.168.2.2,192.168.1.2,66,512,631296
64665,36.96699945,42.66699945,192.168.2.2,192.168.1.2,66,512,631296
64667,36.9684625,42.6684625,192.168.2.2,192.168.1.2,66,512,631296
64669,36.96985037,42.66985037,192.168.2.2,192.168.1.2,66,512,631296
64672,36.97088692,42.67088692,192.168.2.2,192.168.1.2,66,512,631296
64674,36.97199856,42.67199856,192.168.2.2,192.168.1.2,66,512,631296
64675,36.97245729,42.67245729,192.168.2.2,192.168.1.2,66,512,631296
64677,36.97354792,42.67354792,192.168.2.2,192.168.1.2,66,512,631296
64680,36.97466647,42.67466647,192.168.2.2,192.168.1.2,66,512,631296
64682,36.97572109,42.67572109,192.168.2.2,192.168.1.2,66,512,631296
64684,36.97632632,42.67632632,192.168.2.2,192.168.1.2,66,512,631296
64686,36.97790049,42.67790049,192.168.2.2,192.168.1.2,66,512,631296
64688,36.97936408,42.67936408,192.168.2.2,192.168.1.2,66,512,631296
64691,36.98080285,42.68080285,192.168.2.2,192.168.1.2,66,512,631296
64693,36.98164644,42.68164644,192.168.2.2,192.168.1.2,66,512,631296
64696,36.98273766,42.68273766,192.168.2.2,192.168.1.2,66,512,631296
64697,36.98334684,42.68334684,192.168.2.2,192.168.1.2,66,512,631296
64699,36.98444294,42.68444294,192.168.2.2,192.168.1.2,66,512,631296
64700,36.98467449,42.68467449,192.168.2.2,192.168.1.2,66,512,631296
64702,36.98576951,42.68576951,192.168.2.2,192.168.1.2,66,512,631296
64705,36.98685803,42.68685803,192.168.2.2,192.168.1.2,66,512,631296
64707,36.98831141,42.68831141,192.168.2.2,192.168.1.2,66,512,631296
64708,36.98879414,42.68879414,192.168.2.2,192.168.1.2,66,512,631296
64710,36.99025019,42.69025019,192.168.2.2,192.168.1.2,66,512,631296
64713,36.99169971,42.69169971,192.168.2.2,192.168.1.2,66,512,631296
64715,36.99242777,42.69242777,192.168.2.2,192.168.1.2,66,512,631296
64717,36.99351958,42.69351958,192.168.2.2,192.168.1.2,66,512,631296
64718,36.9942434,42.6942434,192.168.2.2,192.168.1.2,66,512,631296
64720,36.99539596,42.69539596,192.168.2.2,192.168.1.2,66,512,631296
64722,36.99645074,42.69645074,192.168.2.2,192.168.1.2,66,512,631296
64724,36.99752685,42.69752685,192.168.2.2,192.168.1.2,66,512,631296
64727,36.99900526,42.69900526,192.168.2.2,192.168.1.2,66,512,631296
64728,36.99971022,42.69971022,192.168.2.2,192.168.1.2,66,512,631296
64730,37.0010327,42.7010327,192.168.2.2,192.168.1.2,66,512,631296
64732,37.00212538,42.70212538,192.168.2.2,192.168.1.2,66,512,631296
64735,37.00321335,42.70321335,192.168.2.2,192.168.1.2,66,512,631296
64737,37.00429792,42.70429792,192.168.2.2,192.168.1.2,66,512,631296
64738,37.00514917,42.70514917,192.168.2.2,192.168.1.2,66,512,631296
64741,37.00623977,42.70623977,192.168.2.2,192.168.1.2,66,512,631296
64742,37.00733815,42.70733815,192.168.2.2,192.168.1.2,66,512,631296
64744,37.00817663,42.70817663,192.168.2.2,192.168.1.2,66,512,631296
64746,37.00950915,42.70950915,192.168.2.2,192.168.1.2,66,512,631296
64748,37.0106015,42.7106015,192.168.2.2,192.168.1.2,66,512,631296
64750,37.01169352,42.71169352,192.168.2.2,192.168.1.2,66,512,631296
64752,37.01278637,42.71278637,192.168.2.2,192.168.1.2,66,512,631296
64754,37.01387388,42.71387388,192.168.2.2,192.168.1.2,66,512,631296
64757,37.01495556,42.71495556,192.168.2.2,192.168.1.2,66,512,631296
64759,37.01604665,42.71604665,192.168.2.2,192.168.1.2,66,512,631296
64760,37.01665052,42.71665052,192.168.2.2,192.168.1.2,66,512,631296
64762,37.01798176,42.71798176,192.168.2.2,192.168.1.2,66,512,631296
64764,37.01931741,42.71931741,192.168.2.2,192.168.1.2,66,512,631296
64766,37.02045169,42.72045169,192.168.2.2,192.168.1.2,66,512,631296
64768,37.02152811,42.72152811,192.168.2.2,192.168.1.2,66,512,631296
64771,37.02259637,42.72259637,192.168.2.2,192.168.1.2,66,512,631296
64773,37.02368849,42.72368849,192.168.2.2,192.168.1.2,66,512,631296
64774,37.02430705,42.72430705,192.168.2.2,192.168.1.2,66,512,631296
64777,37.02537617,42.72537617,192.168.2.2,192.168.1.2,66,512,631296
64779,37.02646251,42.72646251,192.168.2.2,192.168.1.2,66,512,631296
64780,37.0269456,42.7269456,192.168.2.2,192.168.1.2,66,512,631296
64783,37.02827909,42.72827909,192.168.2.2,192.168.1.2,66,512,631296
64784,37.02925205,42.72925205,192.168.2.2,192.168.1.2,66,512,631296
64787,37.03033766,42.73033766,192.168.2.2,192.168.1.2,66,512,631296
64789,37.03142904,42.73142904,192.168.2.2,192.168.1.2,66,512,631296
64790,37.03239823,42.73239823,192.168.2.2,192.168.1.2,66,512,631296
64792,37.03348832,42.73348832,192.168.2.2,192.168.1.2,66,512,631296
64794,37.03482102,42.73482102,192.168.2.2,192.168.1.2,66,512,631296
64797,37.03615519,42.73615519,192.168.2.2,192.168.1.2,66,512,631296
64799,37.03700178,42.73700178,192.168.2.2,192.168.1.2,66,512,631296
64800,37.03784643,42.73784643,192.168.2.2,192.168.1.2,66,512,631296
64803,37.03893683,42.73893683,192.168.2.2,192.168.1.2,66,512,631296
64805,37.04002749,42.74002749,192.168.2.2,192.168.1.2,66,512,631296
64806,37.04087828,42.74087828,192.168.2.2,192.168.1.2,66,512,631296
64809,37.04196918,42.74196918,192.168.2.2,192.168.1.2,66,512,631296
64811,37.04305486,42.74305486,192.168.2.2,192.168.1.2,66,512,631296
64812,37.04329711,42.74329711,192.168.2.2,192.168.1.2,66,512,631296
64814,37.04465684,42.74465684,192.168.2.2,192.168.1.2,66,512,631296
64816,37.04597597,42.74597597,192.168.2.2,192.168.1.2,66,512,631296
64819,37.04730786,42.74730786,192.168.2.2,192.168.1.2,66,512,631296
64821,37.04875633,42.74875633,192.168.2.2,192.168.1.2,66,512,631296
64823,37.05009002,42.75009002,192.168.2.2,192.168.1.2,66,512,631296
64826,37.05141551,42.75141551,192.168.2.2,192.168.1.2,66,512,631296
64828,37.05274725,42.75274725,192.168.2.2,192.168.1.2,66,512,631296
64829,37.05322739,42.75322739,192.168.2.2,192.168.1.2,66,512,631296
64831,37.05420765,42.75420765,192.168.2.2,192.168.1.2,66,512,631296
64834,37.05553435,42.75553435,192.168.2.2,192.168.1.2,66,512,631296
64836,37.05686179,42.75686179,192.168.2.2,192.168.1.2,66,512,631296
64837,37.05734654,42.75734654,192.168.2.2,192.168.1.2,66,512,631296
64840,37.05867568,42.75867568,192.168.2.2,192.168.1.2,66,512,631296
64841,37.05965455,42.75965455,192.168.2.2,192.168.1.2,66,512,631296
64843,37.06074221,42.76074221,192.168.2.2,192.168.1.2,66,512,631296
64845,37.06183399,42.76183399,192.168.2.2,192.168.1.2,66,512,631296
64848,37.06291876,42.76291876,192.168.2.2,192.168.1.2,66,512,631296
64850,37.06400875,42.76400875,192.168.2.2,192.168.1.2,66,512,631296
64852,37.06461354,42.76461354,192.168.2.2,192.168.1.2,66,512,631296
64853,37.06509889,42.76509889,192.168.2.2,192.168.1.2,66,512,631296
64855,37.06643572,42.76643572,192.168.2.2,192.168.1.2,66,512,631296
64857,37.06776346,42.76776346,192.168.2.2,192.168.1.2,66,512,631296
64860,37.06909608,42.76909608,192.168.2.2,192.168.1.2,66,512,631296
64862,37.07023631,42.77023631,192.168.2.2,192.168.1.2,66,512,631296
64863,37.070581,42.770581,192.168.2.2,192.168.1.2,66,512,631296
64865,37.07166384,42.77166384,192.168.2.2,192.168.1.2,66,512,631296
64867,37.0727452,42.7727452,192.168.2.2,192.168.1.2,66,512,631296
64869,37.07382476,42.77382476,192.168.2.2,192.168.1.2,66,512,631296
64871,37.07491437,42.77491437,192.168.2.2,192.168.1.2,66,512,631296
64873,37.07600885,42.77600885,192.168.2.2,192.168.1.2,66,512,631296
64875,37.077454,42.777454,192.168.2.2,192.168.1.2,66,512,631296
64877,37.07891538,42.77891538,192.168.2.2,192.168.1.2,66,512,631296
64880,37.08002036,42.78002036,192.168.2.2,192.168.1.2,66,512,631296
64882,37.08109147,42.78109147,192.168.2.2,192.168.1.2,66,512,631296
64883,37.08145113,42.78145113,192.168.2.2,192.168.1.2,66,512,631296
64885,37.08256287,42.78256287,192.168.2.2,192.168.1.2,66,512,631296
64887,37.08363661,42.78363661,192.168.2.2,192.168.1.2,66,512,631296
64889,37.08472223,42.78472223,192.168.2.2,192.168.1.2,66,512,631296
64891,37.08617502,42.78617502,192.168.2.2,192.168.1.2,66,512,631296
64893,37.08690272,42.78690272,192.168.2.2,192.168.1.2,66,512,631296
64895,37.08836316,42.78836316,192.168.2.2,192.168.1.2,66,512,631296
64898,37.08981076,42.78981076,192.168.2.2,192.168.1.2,66,512,631296
64900,37.09077804,42.79077804,192.168.2.2,192.168.1.2,66,512,631296
64902,37.09187431,42.79187431,192.168.2.2,192.168.1.2,66,512,631296
64903,37.09235264,42.79235264,192.168.2.2,192.168.1.2,66,512,631296
64905,37.09344273,42.79344273,192.168.2.2,192.168.1.2,66,512,631296
64907,37.09456842,42.79456842,192.168.2.2,192.168.1.2,66,512,631296
64909,37.09565795,42.79565795,192.168.2.2,192.168.1.2,66,512,631296
64911,37.09709547,42.79709547,192.168.2.2,192.168.1.2,66,512,631296
64913,37.09780838,42.79780838,192.168.2.2,192.168.1.2,66,512,631296
64915,37.09927444,42.79927444,192.168.2.2,192.168.1.2,66,512,631296
64918,37.10070991,42.80070991,192.168.2.2,192.168.1.2,66,512,631296
64920,37.10168103,42.80168103,192.168.2.2,192.168.1.2,66,512,631296
64923,37.10277403,42.80277403,192.168.2.2,192.168.1.2,66,512,631296
64924,37.10325907,42.80325907,192.168.2.2,192.168.1.2,66,512,631296
64926,37.10435705,42.80435705,192.168.2.2,192.168.1.2,66,512,631296
64927,37.10458854,42.80458854,192.168.2.2,192.168.1.2,66,512,631296
64929,37.10568859,42.80568859,192.168.2.2,192.168.1.2,66,512,631296
64932,37.10676578,42.80676578,192.168.2.2,192.168.1.2,66,512,631296
64934,37.1082172,42.8082172,192.168.2.2,192.168.1.2,66,512,631296
64935,37.1087033,42.8087033,192.168.2.2,192.168.1.2,66,512,631296
64937,37.11016008,42.81016008,192.168.2.2,192.168.1.2,66,512,631296
64940,37.11161368,42.81161368,192.168.2.2,192.168.1.2,66,512,631296
64942,37.11233952,42.81233952,192.168.2.2,192.168.1.2,66,512,631296
64944,37.11342773,42.81342773,192.168.2.2,192.168.1.2,66,512,631296
64945,37.11415184,42.81415184,192.168.2.2,192.168.1.2,66,512,631296
64947,37.11524842,42.81524842,192.168.2.2,192.168.1.2,66,512,631296
64949,37.1163332,42.8163332,192.168.2.2,192.168.1.2,66,512,631296
64951,37.11742635,42.81742635,192.168.2.2,192.168.1.2,66,512,631296
64953,37.11876734,42.81876734,192.168.2.2,192.168.1.2,66,512,631296
64955,37.11966521,42.81966521,192.168.2.2,192.168.1.2,66,512,631296
64957,37.12095143,42.82095143,192.168.2.2,192.168.1.2,66,512,631296
64959,37.12204166,42.82204166,192.168.2.2,192.168.1.2,66,512,631296
64963,37.1231233,42.8231233,192.168.2.2,192.168.1.2,66,512,631296
64965,37.12422611,42.82422611,192.168.2.2,192.168.1.2,66,512,631296
64966,37.12481846,42.82481846,192.168.2.2,192.168.1.2,66,512,631296
64967,37.12505524,42.82505524,192.168.2.2,192.168.1.2,66,512,631296
64970,37.12614792,42.82614792,192.168.2.2,192.168.1.2,66,512,631296
64971,37.12723713,42.82723713,192.168.2.2,192.168.1.2,66,512,631296
64973,37.12808782,42.82808782,192.168.2.2,192.168.1.2,66,512,631296
64975,37.12942444,42.82942444,192.168.2.2,192.168.1.2,66,512,631296
64977,37.1305092,42.8305092,192.168.2.2,192.168.1.2,66,512,631296
64979,37.13159985,42.83159985,192.168.2.2,192.168.1.2,66,512,631296
64981,37.13281105,42.83281105,192.168.2.2,192.168.1.2,66,512,631296
64984,37.13402087,42.83402087,192.168.2.2,192.168.1.2,66,512,631296
64986,37.13523201,42.83523201,192.168.2.2,192.168.1.2,66,512,631296
64987,37.13595576,42.83595576,192.168.2.2,192.168.1.2,66,512,631296
64989,37.1371723,42.8371723,192.168.2.2,192.168.1.2,66,512,631296
64991,37.13863019,42.83863019,192.168.2.2,192.168.1.2,66,512,631296
64994,37.14008914,42.84008914,192.168.2.2,192.168.1.2,66,512,631296
64997,37.14141527,42.84141527,192.168.2.2,192.168.1.2,66,512,631296
64999,37.14262844,42.84262844,192.168.2.2,192.168.1.2,98,,
65000,37.14266585,42.84266585,192.168.2.2,192.168.1.2,66,512,631296
65002,37.14384849,42.84384849,192.168.2.2,192.168.1.2,66,512,631296
65005,37.14508075,42.84508075,192.168.2.2,192.168.1.2,66,512,631296
65007,37.14627988,42.84627988,192.168.2.2,192.168.1.2,66,512,631296
65008,37.14687335,42.84687335,192.168.2.2,192.168.1.2,66,512,631296
65011,37.14808196,42.84808196,192.168.2.2,192.168.1.2,66,512,631296
65013,37.14954015,42.84954015,192.168.2.2,192.168.1.2,66,512,631296
65014,37.1501465,42.8501465,192.168.2.2,192.168.1.2,66,512,631296
65016,37.15160366,42.85160366,192.168.2.2,192.168.1.2,66,512,631296
65018,37.15232337,42.85232337,192.168.2.2,192.168.1.2,66,512,631296
65020,37.15377444,42.85377444,192.168.2.2,192.168.1.2,66,512,631296
65022,37.15523284,42.85523284,192.168.2.2,192.168.1.2,66,512,631296
65025,37.15643983,42.85643983,192.168.2.2,192.168.1.2,66,512,631296
65027,37.15776586,42.85776586,192.168.2.2,192.168.1.2,66,512,631296
65029,37.15898497,42.85898497,192.168.2.2,192.168.1.2,66,512,631296
65031,37.16019994,42.86019994,192.168.2.2,192.168.1.2,66,512,631296
65034,37.16140874,42.86140874,192.168.2.2,192.168.1.2,66,512,631296
65035,37.16263459,42.86263459,192.168.2.2,192.168.1.2,66,512,631296
65037,37.16321655,42.86321655,192.168.2.2,192.168.1.2,66,512,631296
65039,37.16467556,42.86467556,192.168.2.2,192.168.1.2,66,512,631296
65041,37.16527107,42.86527107,192.168.2.2,192.168.1.2,66,512,631296
65044,37.16672802,42.86672802,192.168.2.2,192.168.1.2,66,512,631296
65046,37.16818801,42.86818801,192.168.2.2,192.168.1.2,66,512,631296
65047,37.16867505,42.86867505,192.168.2.2,192.168.1.2,66,512,631296
65049,37.16995177,42.86995177,192.168.2.2,192.168.1.2,66,512,631296
65052,37.17109242,42.87109242,192.168.2.2,192.168.1.2,66,512,631296
65054,37.17230686,42.87230686,192.168.2.2,192.168.1.2,66,512,631296
65055,37.17303476,42.87303476,192.168.2.2,192.168.1.2,66,512,631296
65057,37.17443654,42.87443654,192.168.2.2,192.168.1.2,66,512,631296
65059,37.17533609,42.87533609,192.168.2.2,192.168.1.2,66,512,631296
65061,37.17684204,42.87684204,192.168.2.2,192.168.1.2,66,512,631296
65063,37.1773965,42.8773965,192.168.2.2,192.168.1.2,66,512,631296
65065,37.17886578,42.87886578,192.168.2.2,192.168.1.2,66,512,631296
65067,37.17957506,42.87957506,192.168.2.2,192.168.1.2,66,512,631296
65069,37.18103602,42.88103602,192.168.2.2,192.168.1.2,66,512,631296
65071,37.18187629,42.88187629,192.168.2.2,192.168.1.2,66,512,631296
65074,37.18332892,42.88332892,192.168.2.2,192.168.1.2,66,512,631296
65076,37.18478344,42.88478344,192.168.2.2,192.168.1.2,66,512,631296
65077,37.18502672,42.88502672,192.168.2.2,192.168.1.2,66,512,631296
65079,37.18648135,42.88648135,192.168.2.2,192.168.1.2,66,512,631296
65082,37.18792784,42.88792784,192.168.2.2,192.168.1.2,66,512,631296
65084,37.18938252,42.88938252,192.168.2.2,192.168.1.2,66,512,631296
65085,37.18986224,42.88986224,192.168.2.2,192.168.1.2,66,512,631296
65087,37.19047114,42.89047114,192.168.2.2,192.168.1.2,66,512,631296
65089,37.1919351,42.8919351,192.168.2.2,192.168.1.2,66,512,631296
65091,37.19338839,42.89338839,192.168.2.2,192.168.1.2,66,512,631296
65094,37.19452777,42.89452777,192.168.2.2,192.168.1.2,66,512,631296
65096,37.19568802,42.89568802,192.168.2.2,192.168.1.2,66,512,631296
65097,37.1959201,42.8959201,192.168.2.2,192.168.1.2,66,512,631296
65099,37.1971466,42.8971466,192.168.2.2,192.168.1.2,66,512,631296
65101,37.19834977,42.89834977,192.168.2.2,192.168.1.2,66,512,631296
65104,37.19956351,42.89956351,192.168.2.2,192.168.1.2,66,512,631296
65106,37.20101077,42.90101077,192.168.2.2,192.168.1.2,66,512,631296
65107,37.2013674,42.9013674,192.168.2.2,192.168.1.2,66,512,631296
65109,37.20283151,42.90283151,192.168.2.2,192.168.1.2,66,512,631296
65112,37.20428199,42.90428199,192.168.2.2,192.168.1.2,66,512,631296
65114,37.20574357,42.90574357,192.168.2.2,192.168.1.2,66,512,631296
65115,37.20609482,42.90609482,192.168.2.2,192.168.1.2,66,512,631296
65117,37.20682594,42.90682594,192.168.2.2,192.168.1.2,66,512,631296
65119,37.20831841,42.90831841,192.168.2.2,192.168.1.2,66,512,631296
65121,37.20937782,42.90937782,192.168.2.2,192.168.1.2,66,512,631296
65124,37.21058081,42.91058081,192.168.2.2,192.168.1.2,66,512,631296
65126,37.21179291,42.91179291,192.168.2.2,192.168.1.2,66,512,631296
65127,37.21227779,42.91227779,192.168.2.2,192.168.1.2,66,512,631296
65129,37.2135012,42.9135012,192.168.2.2,192.168.1.2,66,512,631296
65131,37.21470496,42.91470496,192.168.2.2,192.168.1.2,66,512,631296
65134,37.21603407,42.91603407,192.168.2.2,192.168.1.2,66,512,631296
65136,37.21736462,42.91736462,192.168.2.2,192.168.1.2,66,512,631296
65137,37.21772826,42.91772826,192.168.2.2,192.168.1.2,66,512,631296
65139,37.21907302,42.91907302,192.168.2.2,192.168.1.2,66,512,631296
65141,37.22016567,42.92016567,192.168.2.2,192.168.1.2,66,512,631296
65144,37.22124076,42.92124076,192.168.2.2,192.168.1.2,66,512,631296
65146,37.22233432,42.92233432,192.168.2.2,192.168.1.2,66,512,631296
