No.,,Time,Source,Destination,Length,Window size scaling factor,Calculated window size
105194,59.34001307,65.04001307,192.168.2.2,192.168.1.2,66,512,631296
105196,59.34096384,65.04096384,192.168.2.2,192.168.1.2,66,512,631296
105198,59.34205511,65.04205511,192.168.2.2,192.168.1.2,66,512,631296
105199,59.34253857,65.04253857,192.168.2.2,192.168.1.2,66,512,631296
105201,59.34364331,65.04364331,192.168.2.2,192.168.1.2,66,512,631296
105202,59.34474423,65.04474423,192.168.2.2,192.168.1.2,66,512,631296
105205,59.34619257,65.04619257,192.168.2.2,192.168.1.2,66,512,631296
105208,59.34764507,65.04764507,192.168.2.2,192.168.1.2,66,512,631296
105209,59.3479902,65.0479902,192.168.2.2,192.168.1.2,66,512,631296
105211,59.34908009,65.04908009,192.168.2.2,192.168.1.2,66,512,631296
105213,59.35029104,65.05029104,192.168.2.2,192.168.1.2,66,512,631296
105215,59.35150202,65.05150202,192.168.2.2,192.168.1.2,66,512,631296
105217,59.35271895,65.05271895,192.168.2.2,192.168.1.2,66,512,631296
105219,59.3534688,65.0534688,192.168.2.2,192.168.1.2,66,512,631296
105220,59.35466639,65.05466639,192.168.2.2,192.168.1.2,66,512,631296
105224,59.35610928,65.05610928,192.168.2.2,192.168.1.2,66,512,631296
105226,59.35756446,65.05756446,192.168.2.2,192.168.1.2,66,512,631296
105227,59.35780291,65.05780291,192.168.2.2,192.168.1.2,66,512,631296
105229,59.35889366,65.05889366,192.168.2.2,192.168.1.2,66,512,631296
105231,59.36010519,65.06010519,192.168.2.2,192.168.1.2,66,512,631296
105233,59.3613157,65.0613157,192.168.2.2,192.168.1.2,66,512,631296
105235,59.36252732,65.06252732,192.168.2.2,192.168.1.2,66,512,631296
105237,59.36373763,65.06373763,192.168.2.2,192.168.1.2,66,512,631296
105238,59.36434479,65.06434479,192.168.2.2,192.168.1.2,66,512,631296
105240,59.36579886,65.06579886,192.168.2.2,192.168.1.2,66,512,631296
105243,59.36725117,65.06725117,192.168.2.2,192.168.1.2,66,512,631296
105245,59.36872873,65.06872873,192.168.2.2,192.168.1.2,66,512,631296
105247,59.36979806,65.06979806,192.168.2.2,192.168.1.2,66,512,631296
105249,59.37100541,65.07100541,192.168.2.2,192.168.1.2,66,512,631296
105251,59.372235,65.072235,192.168.2.2,192.168.1.2,66,512,631296
105253,59.37307206,65.07307206,192.168.2.2,192.168.1.2,66,512,631296
105255,59.37427654,65.07427654,192.168.2.2,192.168.1.2,66,512,631296
105257,59.37524625,65.07524625,192.168.2.2,192.168.1.2,66,512,631296
105259,59.37645726,65.07645726,192.168.2.2,192.168.1.2,66,512,631296
105262,59.37791555,65.07791555,192.168.2.2,192.168.1.2,66,512,631296
105264,59.37912063,65.07912063,192.168.2.2,192.168.1.2,66,512,631296
105266,59.38033154,65.08033154,192.168.2.2,192.168.1.2,66,512,631296
105267,59.3806937,65.0806937,192.168.2.2,192.168.1.2,66,512,631296
105270,59.3819075,65.0819075,192.168.2.2,192.168.1.2,66,512,631296
105271,59.38311551,65.08311551,192.168.2.2,192.168.1.2,66,512,631296
105273,59.38432911,65.08432911,192.168.2.2,192.168.1.2,66,512,631296
105274,59.3846889,65.0846889,192.168.2.2,192.168.1.2,66,512,631296
105276,59.38615128,65.08615128,192.168.2.2,192.168.1.2,66,512,631296
105279,59.38762797,65.08762797,192.168.2.2,192.168.1.2,66,512,631296
105282,59.38906006,65.08906006,192.168.2.2,192.168.1.2,66,512,631296
105283,59.38941087,65.08941087,192.168.2.2,192.168.1.2,66,512,631296
105285,59.39086547,65.09086547,192.168.2.2,192.168.1.2,66,512,631296
105287,59.39159262,65.09159262,192.168.2.2,192.168.1.2,66,512,631296
105289,59.39305091,65.09305091,192.168.2.2,192.168.1.2,66,512,631296
105292,59.39414376,65.09414376,192.168.2.2,192.168.1.2,66,512,631296
105294,59.39525602,65.09525602,192.168.2.2,192.168.1.2,66,512,631296
105296,59.39631548,65.09631548,192.168.2.2,192.168.1.2,66,512,631296
105298,59.39704539,65.09704539,192.168.2.2,192.168.1.2,66,512,631296
105300,59.39814843,65.09814843,192.168.2.2,192.168.1.2,66,512,631296
105302,59.3992343,65.0992343,192.168.2.2,192.168.1.2,66,512,631296
105304,59.40020054,65.10020054,192.168.2.2,192.168.1.2,66,512,631296
105307,59.4015274,65.1015274,192.168.2.2,192.168.1.2,66,512,631296
105309,59.40249607,65.10249607,192.168.2.2,192.168.1.2,66,512,631296
105311,59.40359053,65.10359053,192.168.2.2,192.168.1.2,66,512,631296
105312,59.40407222,65.10407222,192.168.2.2,192.168.1.2,66,512,631296
105315,59.40516311,65.10516311,192.168.2.2,192.168.1.2,66,512,631296
105317,59.40625296,65.10625296,192.168.2.2,192.168.1.2,66,512,631296
105318,59.40735515,65.10735515,192.168.2.2,192.168.1.2,66,512,631296
105320,59.40795283,65.10795283,192.168.2.2,192.168.1.2,66,512,631296
105322,59.40903722,65.10903722,192.168.2.2,192.168.1.2,66,512,631296
105325,59.41037432,65.11037432,192.168.2.2,192.168.1.2,66,512,631296
105328,59.41173976,65.11173976,192.168.2.2,192.168.1.2,66,512,631296
105330,59.41292091,65.11292091,192.168.2.2,192.168.1.2,66,512,631296
105331,59.41341146,65.11341146,192.168.2.2,192.168.1.2,66,512,631296
105333,59.41450135,65.11450135,192.168.2.2,192.168.1.2,66,512,631296
105335,59.41557898,65.11557898,192.168.2.2,192.168.1.2,66,512,631296
105337,59.4166798,65.1166798,192.168.2.2,192.168.1.2,66,512,631296
105339,59.41776369,65.11776369,192.168.2.2,192.168.1.2,66,512,631296
105341,59.41887824,65.11887824,192.168.2.2,192.168.1.2,66,512,631296
105343,59.42018738,65.12018738,192.168.2.2,192.168.1.2,66,512,631296
105345,59.42115295,65.12115295,192.168.2.2,192.168.1.2,66,512,631296
105348,59.42212,65.12212,192.168.2.2,192.168.1.2,66,512,631296
105350,59.42309652,65.12309652,192.168.2.2,192.168.1.2,66,512,631296
105352,59.42405881,65.12405881,192.168.2.2,192.168.1.2,66,512,631296
105353,59.42429795,65.12429795,192.168.2.2,192.168.1.2,66,512,631296
105355,59.42526942,65.12526942,192.168.2.2,192.168.1.2,66,512,631296
105357,59.42623901,65.12623901,192.168.2.2,192.168.1.2,66,512,631296
105359,59.42759025,65.12759025,192.168.2.2,192.168.1.2,66,512,631296
105361,59.42890742,65.12890742,192.168.2.2,192.168.1.2,66,512,631296
105363,59.42976122,65.12976122,192.168.2.2,192.168.1.2,66,512,631296
105365,59.4308474,65.1308474,192.168.2.2,192.168.1.2,66,512,631296
105367,59.43208283,65.13208283,192.168.2.2,192.168.1.2,66,512,631296
105369,59.43328271,65.13328271,192.168.2.2,192.168.1.2,66,512,631296
105371,59.43449188,65.13449188,192.168.2.2,192.168.1.2,66,512,631296
105373,59.43519749,65.13519749,192.168.2.2,192.168.1.2,66,512,631296
105374,59.43641002,65.13641002,192.168.2.2,192.168.1.2,66,512,631296
105377,59.43798189,65.13798189,192.168.2.2,192.168.1.2,66,512,631296
105379,59.43955853,65.13955853,192.168.2.2,192.168.1.2,66,512,631296
105380,59.44064829,65.14064829,192.168.2.2,192.168.1.2,66,512,631296
105382,59.44222243,65.14222243,192.168.2.2,192.168.1.2,66,512,631296
105386,59.44379859,65.14379859,192.168.2.2,192.168.1.2,66,512,631296
105388,59.44538063,65.14538063,192.168.2.2,192.168.1.2,66,512,631296
105389,59.44610801,65.14610801,192.168.2.2,192.168.1.2,66,512,631296
105391,59.44768083,65.14768083,192.168.2.2,192.168.1.2,66,512,631296
105394,59.44924685,65.14924685,192.168.2.2,192.168.1.2,66,512,631296
105396,59.45070092,65.15070092,192.168.2.2,192.168.1.2,66,512,631296
105398,59.4515495,65.1515495,192.168.2.2,192.168.1.2,66,512,631296
105400,59.4527607,65.1527607,192.168.2.2,192.168.1.2,66,512,631296
105402,59.45360437,65.15360437,192.168.2.2,192.168.1.2,66,512,631296
105404,59.45482129,65.15482129,192.168.2.2,192.168.1.2,66,512,631296
105406,59.4560295,65.1560295,192.168.2.2,192.168.1.2,66,512,631296
105407,59.45699935,65.15699935,192.168.2.2,192.168.1.2,66,512,631296
105410,59.45857337,65.15857337,192.168.2.2,192.168.1.2,66,512,631296
105412,59.46014921,65.16014921,192.168.2.2,192.168.1.2,66,512,631296
105414,59.46136156,65.16136156,192.168.2.2,192.168.1.2,66,512,631296
105416,59.4624485,65.1624485,192.168.2.2,192.168.1.2,66,512,631296
105418,59.46365792,65.16365792,192.168.2.2,192.168.1.2,66,512,631296
105420,59.46487242,65.16487242,192.168.2.2,192.168.1.2,66,512,631296
105422,59.46608368,65.16608368,192.168.2.2,192.168.1.2,66,512,631296
105424,59.46729283,65.16729283,192.168.2.2,192.168.1.2,66,512,631296
105426,59.46791162,65.16791162,192.168.2.2,192.168.1.2,66,512,631296
105428,59.46949584,65.16949584,192.168.2.2,192.168.1.2,66,512,631296
105429,59.4702104,65.1702104,192.168.2.2,192.168.1.2,66,512,631296
105431,59.47179388,65.17179388,192.168.2.2,192.168.1.2,66,512,631296
105434,59.47334976,65.17334976,192.168.2.2,192.168.1.2,66,512,631296
105437,59.47480389,65.17480389,192.168.2.2,192.168.1.2,66,512,631296
105440,59.4760134,65.1760134,192.168.2.2,192.168.1.2,66,512,631296
105442,59.47722938,65.17722938,192.168.2.2,192.168.1.2,66,512,631296
105444,59.4783229,65.1783229,192.168.2.2,192.168.1.2,66,512,631296
105445,59.47879877,65.17879877,192.168.2.2,192.168.1.2,66,512,631296
105447,59.47989788,65.17989788,192.168.2.2,192.168.1.2,66,512,631296
105449,59.4809934,65.1809934,192.168.2.2,192.168.1.2,66,512,631296
105451,59.48208927,65.18208927,192.168.2.2,192.168.1.2,66,512,631296
105453,59.48340555,65.18340555,192.168.2.2,192.168.1.2,66,512,631296
105455,59.48425137,65.18425137,192.168.2.2,192.168.1.2,66,512,631296
105457,59.48534121,65.18534121,192.168.2.2,192.168.1.2,66,512,631296
105459,59.48642886,65.18642886,192.168.2.2,192.168.1.2,66,512,631296
105461,59.48752559,65.18752559,192.168.2.2,192.168.1.2,66,512,631296
105463,59.48861153,65.18861153,192.168.2.2,192.168.1.2,66,512,631296
105465,59.48970279,65.18970279,192.168.2.2,192.168.1.2,66,512,631296
105467,59.49078936,65.19078936,192.168.2.2,192.168.1.2,66,512,631296
105469,59.49212375,65.19212375,192.168.2.2,192.168.1.2,66,512,631296
105471,59.49322022,65.19322022,192.168.2.2,192.168.1.2,66,512,631296
105473,59.49431485,65.19431485,192.168.2.2,192.168.1.2,66,512,631296
105475,59.49516709,65.19516709,192.168.2.2,192.168.1.2,66,512,631296
105477,59.4962776,65.1962776,192.168.2.2,192.168.1.2,66,512,631296
105479,59.49733838,65.19733838,192.168.2.2,192.168.1.2,66,512,631296
105481,59.49842403,65.19842403,192.168.2.2,192.168.1.2,66,512,631296
105483,59.49951311,65.19951311,192.168.2.2,192.168.1.2,66,512,631296
105485,59.50060155,65.20060155,192.168.2.2,192.168.1.2,66,512,631296
105488,59.50193469,65.20193469,192.168.2.2,192.168.1.2,66,512,631296
105490,59.50302383,65.20302383,192.168.2.2,192.168.1.2,66,512,631296
105492,59.50412263,65.20412263,192.168.2.2,192.168.1.2,66,512,631296
105494,59.50448764,65.20448764,192.168.2.2,192.168.1.2,66,512,631296
105496,59.50558374,65.20558374,192.168.2.2,192.168.1.2,66,512,631296
105497,59.5060573,65.2060573,192.168.2.2,192.168.1.2,66,512,631296
105499,59.50716111,65.20716111,192.168.2.2,192.168.1.2,66,512,631296
105501,59.50800199,65.20800199,192.168.2.2,192.168.1.2,66,512,631296
105503,59.50932484,65.20932484,192.168.2.2,192.168.1.2,66,512,631296
105505,59.51066762,65.21066762,192.168.2.2,192.168.1.2,66,512,631296
105507,59.51151911,65.21151911,192.168.2.2,192.168.1.2,66,512,631296
105509,59.51259832,65.21259832,192.168.2.2,192.168.1.2,66,512,631296
105511,59.5138142,65.2138142,192.168.2.2,192.168.1.2,66,512,631296
105513,59.51501375,65.21501375,192.168.2.2,192.168.1.2,66,512,631296
105515,59.51622783,65.21622783,192.168.2.2,192.168.1.2,66,512,631296
105517,59.51694901,65.21694901,192.168.2.2,192.168.1.2,66,512,631296
105518,59.51821494,65.21821494,192.168.2.2,192.168.1.2,66,512,631296
105522,59.51962415,65.21962415,192.168.2.2,192.168.1.2,66,512,631296
105524,59.52107263,65.22107263,192.168.2.2,192.168.1.2,66,512,631296
105526,59.52241118,65.22241118,192.168.2.2,192.168.1.2,66,512,631296
105528,59.52367607,65.22367607,192.168.2.2,192.168.1.2,66,512,631296
105530,59.52483782,65.22483782,192.168.2.2,192.168.1.2,66,512,631296
105532,59.52543748,65.22543748,192.168.2.2,192.168.1.2,66,512,631296
105535,59.52665052,65.22665052,192.168.2.2,192.168.1.2,66,512,631296
105537,59.52786315,65.22786315,192.168.2.2,192.168.1.2,66,512,631296
105538,59.52919571,65.22919571,192.168.2.2,192.168.1.2,66,512,631296
105541,59.53067916,65.23067916,192.168.2.2,192.168.1.2,66,512,631296
105543,59.53210968,65.23210968,192.168.2.2,192.168.1.2,66,512,631296
105545,59.53331694,65.23331694,192.168.2.2,192.168.1.2,66,512,631296
105547,59.53415177,65.23415177,192.168.2.2,192.168.1.2,66,512,631296
105549,59.53536307,65.23536307,192.168.2.2,192.168.1.2,66,512,631296
105551,59.53657495,65.23657495,192.168.2.2,192.168.1.2,66,512,631296
105553,59.53778676,65.23778676,192.168.2.2,192.168.1.2,66,512,631296
105555,59.53875523,65.23875523,192.168.2.2,192.168.1.2,66,512,631296
105557,59.53996594,65.23996594,192.168.2.2,192.168.1.2,66,512,631296
105559,59.54093518,65.24093518,192.168.2.2,192.168.1.2,66,512,631296
105561,59.54214645,65.24214645,192.168.2.2,192.168.1.2,66,512,631296
105564,59.54361718,65.24361718,192.168.2.2,192.168.1.2,66,512,631296
105565,59.54421949,65.24421949,192.168.2.2,192.168.1.2,66,512,631296
105567,59.54506874,65.24506874,192.168.2.2,192.168.1.2,66,512,631296
105569,59.54629484,65.24629484,192.168.2.2,192.168.1.2,66,512,631296
105571,59.54749923,65.24749923,192.168.2.2,192.168.1.2,66,512,631296
105573,59.5486875,65.2486875,192.168.2.2,192.168.1.2,66,512,631296
105574,59.54965921,65.24965921,192.168.2.2,192.168.1.2,66,512,631296
105577,59.55110846,65.25110846,192.168.2.2,192.168.1.2,66,512,631296
105580,59.55256386,65.25256386,192.168.2.2,192.168.1.2,66,512,631296
105582,59.55377227,65.25377227,192.168.2.2,192.168.1.2,66,512,631296
105584,59.55510433,65.25510433,192.168.2.2,192.168.1.2,66,512,631296
105586,59.55631365,65.25631365,192.168.2.2,192.168.1.2,66,512,631296
105588,59.55692323,65.25692323,192.168.2.2,192.168.1.2,66,512,631296
105591,59.5581314,65.2581314,192.168.2.2,192.168.1.2,66,512,631296
105593,59.55922168,65.25922168,192.168.2.2,192.168.1.2,66,512,631296
105594,59.56018872,65.26018872,192.168.2.2,192.168.1.2,66,512,631296
105596,59.56055719,65.26055719,192.168.2.2,192.168.1.2,66,512,631296
105598,59.56188868,65.26188868,192.168.2.2,192.168.1.2,66,512,631296
105602,59.5632195,65.2632195,192.168.2.2,192.168.1.2,66,512,631296
105604,59.56455178,65.26455178,192.168.2.2,192.168.1.2,66,512,631296
105605,59.56479311,65.26479311,192.168.2.2,192.168.1.2,66,512,631296
105607,59.56600632,65.26600632,192.168.2.2,192.168.1.2,66,512,631296
105609,59.56709811,65.26709811,192.168.2.2,192.168.1.2,66,512,631296
105611,59.56818939,65.26818939,192.168.2.2,192.168.1.2,66,512,631296
105613,59.56928262,65.26928262,192.168.2.2,192.168.1.2,66,512,631296
105615,59.57037704,65.27037704,192.168.2.2,192.168.1.2,66,512,631296
105617,59.57148121,65.27148121,192.168.2.2,192.168.1.2,66,512,631296
105619,59.57279214,65.27279214,192.168.2.2,192.168.1.2,66,512,631296
105622,59.57388401,65.27388401,192.168.2.2,192.168.1.2,66,512,631296
105624,59.5749711,65.2749711,192.168.2.2,192.168.1.2,66,512,631296
105626,59.57606041,65.27606041,192.168.2.2,192.168.1.2,66,512,631296
105628,59.57666831,65.27666831,192.168.2.2,192.168.1.2,66,512,631296
105629,59.57690505,65.27690505,192.168.2.2,192.168.1.2,66,512,631296
105631,59.57799554,65.27799554,192.168.2.2,192.168.1.2,66,512,631296
105633,59.57908492,65.27908492,192.168.2.2,192.168.1.2,66,512,631296
105635,59.58042012,65.28042012,192.168.2.2,192.168.1.2,66,512,631296
105638,59.58175536,65.28175536,192.168.2.2,192.168.1.2,66,512,631296
105639,59.58235872,65.28235872,192.168.2.2,192.168.1.2,66,512,631296
105641,59.58344866,65.28344866,192.168.2.2,192.168.1.2,66,512,631296
105643,59.58429632,65.28429632,192.168.2.2,192.168.1.2,66,512,631296
105646,59.58538807,65.28538807,192.168.2.2,192.168.1.2,66,512,631296
105648,59.58653274,65.28653274,192.168.2.2,192.168.1.2,66,512,631296
105650,59.587565,65.287565,192.168.2.2,192.168.1.2,66,512,631296
105651,59.58780728,65.28780728,192.168.2.2,192.168.1.2,66,512,631296
105653,59.5888977,65.2888977,192.168.2.2,192.168.1.2,66,512,631296
105655,59.59023256,65.29023256,192.168.2.2,192.168.1.2,66,512,631296
105658,59.59156394,65.29156394,192.168.2.2,192.168.1.2,66,512,631296
105660,59.59291563,65.29291563,192.168.2.2,192.168.1.2,66,512,631296
105661,59.59326719,65.29326719,192.168.2.2,192.168.1.2,66,512,631296
105663,59.59434957,65.29434957,192.168.2.2,192.168.1.2,66,512,631296
105665,59.59543808,65.29543808,192.168.2.2,192.168.1.2,66,512,631296
105667,59.59653006,65.29653006,192.168.2.2,192.168.1.2,66,512,631296
105670,59.59761821,65.29761821,192.168.2.2,192.168.1.2,66,512,631296
105671,59.59870976,65.29870976,192.168.2.2,192.168.1.2,66,512,631296
105673,59.59980196,65.29980196,192.168.2.2,192.168.1.2,66,512,631296
105674,59.60040692,65.30040692,192.168.2.2,192.168.1.2,66,512,631296
105677,59.6017404,65.3017404,192.168.2.2,192.168.1.2,66,512,631296
105679,59.60308464,65.30308464,192.168.2.2,192.168.1.2,66,512,631296
105681,59.60417767,65.30417767,192.168.2.2,192.168.1.2,66,512,631296
105683,59.6052739,65.3052739,192.168.2.2,192.168.1.2,66,512,631296
105685,59.60633951,65.30633951,192.168.2.2,192.168.1.2,66,512,631296
105687,59.60742977,65.30742977,192.168.2.2,192.168.1.2,66,512,631296
105689,59.60852055,65.30852055,192.168.2.2,192.168.1.2,66,512,631296
105691,59.60960701,65.30960701,192.168.2.2,192.168.1.2,66,512,631296
105693,59.61094452,65.31094452,192.168.2.2,192.168.1.2,66,512,631296
105695,59.61227632,65.31227632,192.168.2.2,192.168.1.2,66,512,631296
105697,59.61312201,65.31312201,192.168.2.2,192.168.1.2,66,512,631296
105699,59.61421194,65.31421194,192.168.2.2,192.168.1.2,66,512,631296
105701,59.61506058,65.31506058,192.168.2.2,192.168.1.2,66,512,631296
105703,59.61614873,65.31614873,192.168.2.2,192.168.1.2,66,512,631296
105705,59.61699812,65.31699812,192.168.2.2,192.168.1.2,66,512,631296
105708,59.61808966,65.31808966,192.168.2.2,192.168.1.2,66,512,631296
105710,59.61918053,65.31918053,192.168.2.2,192.168.1.2,66,512,631296
105711,59.62003317,65.32003317,192.168.2.2,192.168.1.2,66,512,631296
105713,59.62051916,65.32051916,192.168.2.2,192.168.1.2,66,512,631296
105715,59.62184894,65.32184894,192.168.2.2,192.168.1.2,66,512,631296
105717,59.6231764,65.3231764,192.168.2.2,192.168.1.2,66,512,631296
105720,59.62450858,65.32450858,192.168.2.2,192.168.1.2,66,512,631296
105722,59.62559508,65.32559508,192.168.2.2,192.168.1.2,66,512,631296
105724,59.62595956,65.32595956,192.168.2.2,192.168.1.2,66,512,631296
105726,59.62705213,65.32705213,192.168.2.2,192.168.1.2,66,512,631296
105728,59.62814335,65.32814335,192.168.2.2,192.168.1.2,66,512,631296
105729,59.62838401,65.32838401,192.168.2.2,192.168.1.2,66,512,631296
105731,59.62947187,65.32947187,192.168.2.2,192.168.1.2,66,512,631296
105733,59.63056226,65.33056226,192.168.2.2,192.168.1.2,66,512,631296
105735,59.63141409,65.33141409,192.168.2.2,192.168.1.2,66,512,631296
105737,59.63275406,65.33275406,192.168.2.2,192.168.1.2,66,512,631296
105739,59.63334756,65.33334756,192.168.2.2,192.168.1.2,66,512,631296
105742,59.63443938,65.33443938,192.168.2.2,192.168.1.2,66,512,631296
105744,59.63554244,65.33554244,192.168.2.2,192.168.1.2,66,512,631296
105746,59.63662793,65.33662793,192.168.2.2,192.168.1.2,66,512,631296
105747,59.63686439,65.33686439,192.168.2.2,192.168.1.2,66,512,631296
105749,59.6379581,65.3379581,192.168.2.2,192.168.1.2,66,512,631296
105751,59.63928392,65.33928392,192.168.2.2,192.168.1.2,66,512,631296
105753,59.64062239,65.34062239,192.168.2.2,192.168.1.2,66,512,631296
105755,59.64122175,65.34122175,192.168.2.2,192.168.1.2,66,512,631296
105757,59.64231225,65.34231225,192.168.2.2,192.168.1.2,66,512,631296
105759,59.64343299,65.34343299,192.168.2.2,192.168.1.2,66,512,631296
105761,59.64449463,65.34449463,192.168.2.2,192.168.1.2,66,512,631296
105763,59.64558435,65.34558435,192.168.2.2,192.168.1.2,66,512,631296
105765,59.64667198,65.34667198,192.168.2.2,192.168.1.2,66,512,631296
105767,59.64776205,65.34776205,192.168.2.2,192.168.1.2,66,512,631296
105769,59.6490957,65.3490957,192.168.2.2,192.168.1.2,66,512,631296
105771,59.65018921,65.35018921,192.168.2.2,192.168.1.2,66,512,631296
105774,59.65127615,65.35127615,192.168.2.2,192.168.1.2,66,512,631296
105776,59.65236896,65.35236896,192.168.2.2,192.168.1.2,66,512,631296
105778,59.65298902,65.35298902,192.168.2.2,192.168.1.2,66,512,631296
105779,59.65321316,65.35321316,192.168.2.2,192.168.1.2,66,512,631296
105781,59.65431736,65.35431736,192.168.2.2,192.168.1.2,66,512,631296
105783,59.65541206,65.35541206,192.168.2.2,192.168.1.2,66,512,631296
105785,59.65624278,65.35624278,192.168.2.2,192.168.1.2,66,512,631296
105787,59.65757017,65.35757017,192.168.2.2,192.168.1.2,66,512,631296
105789,59.65866562,65.35866562,192.168.2.2,192.168.1.2,66,512,631296
105791,59.659757,65.359757,192.168.2.2,192.168.1.2,66,512,631296
105793,59.66096559,65.36096559,192.168.2.2,192.168.1.2,66,512,631296
105795,59.66217442,65.36217442,192.168.2.2,192.168.1.2,66,512,631296
105797,59.66338705,65.36338705,192.168.2.2,192.168.1.2,66,512,631296
105798,59.66411688,65.36411688,192.168.2.2,192.168.1.2,66,512,631296
105800,59.66532539,65.36532539,192.168.2.2,192.168.1.2,66,512,631296
105803,59.66689727,65.36689727,192.168.2.2,192.168.1.2,66,512,631296
105805,59.66849117,65.36849117,192.168.2.2,192.168.1.2,66,512,631296
105806,59.66956928,65.36956928,192.168.2.2,192.168.1.2,66,512,631296
105808,59.67114402,65.37114402,192.168.2.2,192.168.1.2,66,512,631296
105811,59.67271725,65.37271725,192.168.2.2,192.168.1.2,66,512,631296
105813,59.67428844,65.37428844,192.168.2.2,192.168.1.2,66,512,631296
105814,59.67501293,65.37501293,192.168.2.2,192.168.1.2,66,512,631296
105817,59.67658883,65.37658883,192.168.2.2,192.168.1.2,66,512,631296
105819,59.67805401,65.37805401,192.168.2.2,192.168.1.2,66,512,631296
105821,59.67926626,65.37926626,192.168.2.2,192.168.1.2,66,512,631296
105823,59.68046618,65.38046618,192.168.2.2,192.168.1.2,66,512,631296
105825,59.68167432,65.38167432,192.168.2.2,192.168.1.2,66,512,631296
105827,59.68288532,65.38288532,192.168.2.2,192.168.1.2,66,512,631296
105829,59.68409725,65.38409725,192.168.2.2,192.168.1.2,66,512,631296
105831,59.68482274,65.38482274,192.168.2.2,192.168.1.2,66,512,631296
105832,59.68591321,65.38591321,192.168.2.2,192.168.1.2,66,512,631296
105835,59.68748967,65.38748967,192.168.2.2,192.168.1.2,66,512,631296
105837,59.68906776,65.38906776,192.168.2.2,192.168.1.2,66,512,631296
105839,59.69015453,65.39015453,192.168.2.2,192.168.1.2,66,512,631296
105841,59.69136515,65.39136515,192.168.2.2,192.168.1.2,66,512,631296
105843,59.6925795,65.3925795,192.168.2.2,192.168.1.2,66,512,631296
105845,59.69342509,65.39342509,192.168.2.2,192.168.1.2,66,512,631296
105847,59.69464276,65.39464276,192.168.2.2,192.168.1.2,66,512,631296
105849,59.69586566,65.39586566,192.168.2.2,192.168.1.2,66,512,631296
105850,59.69682267,65.39682267,192.168.2.2,192.168.1.2,66,512,631296
105852,59.69839213,65.39839213,192.168.2.2,192.168.1.2,66,512,631296
105855,59.69996621,65.39996621,192.168.2.2,192.168.1.2,66,512,631296
105857,59.70117684,65.40117684,192.168.2.2,192.168.1.2,66,512,631296
105859,59.70226796,65.40226796,192.168.2.2,192.168.1.2,66,512,631296
105862,59.70347727,65.40347727,192.168.2.2,192.168.1.2,66,512,631296
105864,59.70456689,65.40456689,192.168.2.2,192.168.1.2,66,512,631296
105866,59.70505091,65.40505091,192.168.2.2,192.168.1.2,66,512,631296
105867,59.7061416,65.4061416,192.168.2.2,192.168.1.2,66,512,631296
105869,59.70723079,65.40723079,192.168.2.2,192.168.1.2,66,512,631296
105871,59.70771744,65.40771744,192.168.2.2,192.168.1.2,66,512,631296
105873,59.70905107,65.40905107,192.168.2.2,192.168.1.2,66,512,631296
105875,59.71001863,65.41001863,192.168.2.2,192.168.1.2,66,512,631296
105878,59.71112978,65.41112978,192.168.2.2,192.168.1.2,66,512,631296
105880,59.71220419,65.41220419,192.168.2.2,192.168.1.2,66,512,631296
105882,59.71293423,65.41293423,192.168.2.2,192.168.1.2,66,512,631296
105883,59.71316629,65.41316629,192.168.2.2,192.168.1.2,66,512,631296
105885,59.71425686,65.41425686,192.168.2.2,192.168.1.2,66,512,631296
105887,59.71558816,65.41558816,192.168.2.2,192.168.1.2,66,512,631296
105889,59.7168003,65.4168003,192.168.2.2,192.168.1.2,66,512,631296
105891,59.71793615,65.41793615,192.168.2.2,192.168.1.2,66,512,631296
105893,59.71863529,65.41863529,192.168.2.2,192.168.1.2,66,512,631296
105895,59.71970746,65.41970746,192.168.2.2,192.168.1.2,66,512,631296
105897,59.72067574,65.42067574,192.168.2.2,192.168.1.2,66,512,631296
105899,59.7217681,65.4217681,192.168.2.2,192.168.1.2,66,512,631296
105901,59.72285641,65.42285641,192.168.2.2,192.168.1.2,66,512,631296
105903,59.7240684,65.4240684,192.168.2.2,192.168.1.2,66,512,631296
105905,59.72527965,65.42527965,192.168.2.2,192.168.1.2,66,512,631296
105907,59.72636903,65.42636903,192.168.2.2,192.168.1.2,66,512,631296
105909,59.72746524,65.42746524,192.168.2.2,192.168.1.2,66,512,631296
105911,59.72855429,65.42855429,192.168.2.2,192.168.1.2,66,512,631296
105913,59.72952984,65.42952984,192.168.2.2,192.168.1.2,66,512,631296
105915,59.73061693,65.43061693,192.168.2.2,192.168.1.2,66,512,631296
105917,59.73170065,65.43170065,192.168.2.2,192.168.1.2,66,512,631296
105919,59.73284206,65.43284206,192.168.2.2,192.168.1.2,66,512,631296
105921,59.73404016,65.43404016,192.168.2.2,192.168.1.2,66,512,631296
105923,59.73525246,65.43525246,192.168.2.2,192.168.1.2,66,512,631296
105925,59.7363429,65.4363429,192.168.2.2,192.168.1.2,66,512,631296
105928,59.7374301,65.4374301,192.168.2.2,192.168.1.2,66,512,631296
105930,59.73852634,65.43852634,192.168.2.2,192.168.1.2,66,512,631296
105932,59.73961512,65.43961512,192.168.2.2,192.168.1.2,66,512,631296
105934,59.74021732,65.44021732,192.168.2.2,192.168.1.2,66,512,631296
